log_id,aircraft_id,technician_id,maintenance_type,status,cost_usd,duration_hours,log_date,parts_replaced,notes
LOG-00242,AC-0084,TECH-0111,Tire & Brake Replacement,complete,825,4.1,2021-01-06,6,Issue found during inspection — escalated
LOG-00243,AC-0118,TECH-0065,Fuel System Check,complete,4571,14.1,2021-01-06,11,All systems nominal post-maintenance
LOG-00244,AC-0007,TECH-0065,Fuel System Check,complete,4038,10.9,2021-01-06,7,Part ordered — awaiting delivery
LOG-00245,AC-0054,TECH-0061,Landing Gear Service,complete,3881,3.0,2021-01-06,2,Scheduled maintenance — no anomalies
LOG-00246,AC-0129,TECH-0095,Tire & Brake Replacement,complete,3717,13.0,2021-01-06,8,Issue found during inspection — escalated
LOG-00247,AC-0120,TECH-0197,Structural Inspection,complete,6233,9.9,2021-01-06,4,Routine check completed successfully
LOG-00248,AC-0106,TECH-0035,Fuel System Check,complete,3017,13.3,2021-01-06,10,Issue found during inspection — escalated
LOG-00249,AC-0047,TECH-0139,Avionics Check,complete,7290,6.2,2021-01-06,6,Scheduled maintenance — no anomalies
LOG-00250,AC-0123,TECH-0196,Structural Inspection,pending,7106,16.4,2021-01-06,11,Replaced worn components — within tolerance
LOG-00251,AC-0141,TECH-0038,Landing Gear Service,complete,4749,10.1,2021-01-06,2,
LOG-00252,AC-0119,TECH-0114,Fuel System Check,in_progress,3790,29.2,2021-01-06,3,Scheduled maintenance — no anomalies
LOG-00253,AC-0150,TECH-0039,Structural Inspection,complete,7890,14.0,2021-01-06,8,Follow-up inspection required within 30 days
LOG-00254,AC-0118,TECH-0149,Fuel System Check,complete,5063,12.1,2021-01-06,7,
LOG-00255,AC-0021,TECH-0120,Avionics Check,complete,9215,1.8,2021-01-06,3,Follow-up inspection required within 30 days
LOG-00256,AC-0137,TECH-0164,Landing Gear Service,complete,6616,5.0,2021-01-06,7,Scheduled maintenance — no anomalies
LOG-00257,AC-0026,TECH-0110,Fuel System Check,in_progress,3883,16.9,2021-01-06,6,Emergency repair required — grounded aircraft
LOG-00258,AC-0009,TECH-0200,Tire & Brake Replacement,failed,2204,25.3,2021-01-06,3,Routine check completed successfully
LOG-00259,AC-0015,TECH-0020,Avionics Check,failed,13655,47.9,2021-01-06,0,Routine check completed successfully
LOG-00260,AC-0010,TECH-0043,Fuel System Check,in_progress,4469,4.9,2021-01-06,11,All systems nominal post-maintenance
LOG-00261,AC-0122,TECH-0149,Avionics Check,complete,8656,11.6,2021-01-06,3,Replaced worn components — within tolerance
LOG-00262,AC-0121,TECH-0163,Structural Inspection,complete,3399,1.0,2021-01-06,4,
LOG-00263,AC-0125,TECH-0064,Landing Gear Service,complete,11793,15.5,2021-01-06,3,Scheduled maintenance — no anomalies
LOG-00264,AC-0072,TECH-0107,Structural Inspection,complete,9693,7.8,2021-01-06,1,Follow-up inspection required within 30 days
LOG-00265,AC-0049,TECH-0032,Software Update,pending,1081,11.5,2021-01-06,4,Issue found during inspection — escalated
LOG-00266,AC-0091,TECH-0036,Fuel System Check,complete,2742,1.3,2021-01-06,6,Scheduled maintenance — no anomalies
LOG-00267,AC-0037,TECH-0105,Software Update,complete,1216,13.7,2021-01-06,7,Part ordered — awaiting delivery
LOG-00268,AC-0068,TECH-0069,Landing Gear Service,complete,6094,13.1,2021-01-06,9,
LOG-00269,AC-0050,TECH-0109,Engine Inspection,complete,13359,4.0,2021-01-06,0,
LOG-00270,AC-0019,TECH-0180,Engine Inspection,complete,8194,2.2,2021-01-06,3,Issue found during inspection — escalated
LOG-00271,AC-0100,TECH-0132,Landing Gear Service,pending,9964,7.7,2021-01-06,4,All systems nominal post-maintenance
LOG-00272,AC-0060,TECH-0007,Tire & Brake Replacement,in_progress,3204,5.7,2021-01-06,11,Part ordered — awaiting delivery
LOG-00273,AC-0089,TECH-0084,Structural Inspection,complete,2643,2.1,2021-01-06,1,
LOG-00274,AC-0146,TECH-0199,Hydraulic System Repair,complete,17612,2.3,2021-01-06,5,All systems nominal post-maintenance
LOG-00275,AC-0147,TECH-0152,Landing Gear Service,failed,6009,35.3,2021-01-06,7,All systems nominal post-maintenance
LOG-00276,AC-0069,TECH-0149,Avionics Check,failed,13584,65.9,2021-01-07,11,Follow-up inspection required within 30 days
LOG-00277,AC-0049,TECH-0185,Software Update,pending,2850,3.1,2021-01-07,9,Replaced worn components — within tolerance
LOG-00278,AC-0108,TECH-0147,Engine Inspection,complete,8272,12.4,2021-01-07,2,Emergency repair required — grounded aircraft
LOG-00279,AC-0119,TECH-0156,Landing Gear Service,complete,11659,1.1,2021-01-07,9,Part ordered — awaiting delivery
LOG-00280,AC-0149,TECH-0160,Landing Gear Service,complete,6349,11.4,2021-01-07,0,All systems nominal post-maintenance
LOG-00281,AC-0150,TECH-0034,Software Update,in_progress,750,17.7,2021-01-07,9,Routine check completed successfully
LOG-00282,AC-0037,TECH-0016,Landing Gear Service,complete,8102,3.9,2021-01-07,5,
LOG-00283,AC-0143,TECH-0038,Avionics Check,complete,5395,14.1,2021-01-07,7,Part ordered — awaiting delivery
LOG-00284,AC-0011,TECH-0115,Structural Inspection,complete,4420,10.1,2021-01-07,10,Part ordered — awaiting delivery
LOG-00285,AC-0138,TECH-0081,Software Update,pending,2587,18.2,2021-01-07,3,Part ordered — awaiting delivery
LOG-00286,AC-0078,TECH-0119,Hydraulic System Repair,complete,15095,11.7,2021-01-07,7,Emergency repair required — grounded aircraft
LOG-00287,AC-0077,TECH-0132,Avionics Check,pending,14715,5.4,2021-01-07,7,Part ordered — awaiting delivery
LOG-00288,AC-0002,TECH-0056,Tire & Brake Replacement,complete,922,5.0,2021-01-07,6,Follow-up inspection required within 30 days
LOG-00289,AC-0064,TECH-0168,Hydraulic System Repair,complete,11723,11.3,2021-01-07,6,Routine check completed successfully
LOG-00290,AC-0035,TECH-0120,Engine Inspection,in_progress,9773,18.9,2021-01-07,4,All systems nominal post-maintenance
LOG-00291,AC-0007,TECH-0050,Tire & Brake Replacement,complete,4620,10.7,2021-01-07,3,Replaced worn components — within tolerance
LOG-00292,AC-0085,TECH-0109,Hydraulic System Repair,in_progress,4523,22.9,2021-01-07,1,
LOG-00293,AC-0146,TECH-0117,Hydraulic System Repair,complete,16917,6.9,2021-01-07,1,Emergency repair required — grounded aircraft
LOG-00294,AC-0067,TECH-0168,Engine Inspection,complete,13129,15.3,2021-01-07,11,Issue found during inspection — escalated
LOG-00295,AC-0042,TECH-0106,Software Update,complete,2168,11.0,2021-01-07,6,Emergency repair required — grounded aircraft
LOG-00296,AC-0118,TECH-0082,Tire & Brake Replacement,failed,2659,51.6,2021-01-07,5,All systems nominal post-maintenance
LOG-00297,AC-0125,TECH-0114,Avionics Check,failed,11070,15.4,2021-01-07,5,
LOG-00298,AC-0024,TECH-0049,Software Update,complete,1544,7.0,2021-01-07,2,All systems nominal post-maintenance
LOG-00299,AC-0046,TECH-0048,Avionics Check,complete,12153,15.2,2021-01-07,9,Follow-up inspection required within 30 days
LOG-00300,AC-0019,TECH-0134,Engine Inspection,complete,10994,5.5,2021-01-07,8,Scheduled maintenance — no anomalies
LOG-00301,AC-0068,TECH-0126,Avionics Check,pending,8156,6.1,2021-01-07,6,Follow-up inspection required within 30 days
LOG-00302,AC-0102,TECH-0133,Software Update,complete,1086,4.9,2021-01-07,11,Emergency repair required — grounded aircraft
LOG-00303,AC-0042,TECH-0079,Structural Inspection,complete,4471,1.9,2021-01-07,8,Emergency repair required — grounded aircraft
LOG-00304,AC-0032,TECH-0173,Tire & Brake Replacement,in_progress,1511,15.5,2021-01-07,6,Scheduled maintenance — no anomalies
LOG-00305,AC-0109,TECH-0144,Fuel System Check,in_progress,4260,24.3,2021-01-07,7,Part ordered — awaiting delivery
LOG-00306,AC-0036,TECH-0112,Hydraulic System Repair,in_progress,10301,18.2,2021-01-07,1,All systems nominal post-maintenance
LOG-00307,AC-0097,TECH-0145,Tire & Brake Replacement,complete,2474,12.9,2021-01-07,10,Routine check completed successfully
LOG-00308,AC-0131,TECH-0187,Avionics Check,complete,13617,2.4,2021-01-07,9,
LOG-00309,AC-0073,TECH-0120,Tire & Brake Replacement,complete,3318,10.5,2021-01-07,7,Replaced worn components — within tolerance
LOG-00310,AC-0136,TECH-0184,Hydraulic System Repair,complete,11611,9.9,2021-01-07,5,Scheduled maintenance — no anomalies
LOG-00311,AC-0097,TECH-0101,Software Update,complete,2186,9.5,2021-01-07,6,
LOG-00312,AC-0123,TECH-0107,Fuel System Check,complete,4296,7.5,2021-01-07,4,
LOG-00313,AC-0070,TECH-0079,Fuel System Check,complete,4427,15.3,2021-01-07,9,Scheduled maintenance — no anomalies
LOG-00314,AC-0013,TECH-0163,Software Update,complete,2075,1.4,2021-01-07,5,Scheduled maintenance — no anomalies
LOG-00315,AC-0049,TECH-0008,Tire & Brake Replacement,complete,1988,14.8,2021-01-07,8,
LOG-00316,AC-0060,TECH-0099,Avionics Check,complete,12073,14.8,2021-01-07,8,Part ordered — awaiting delivery
LOG-00317,AC-0130,TECH-0061,Hydraulic System Repair,complete,11143,16.0,2021-01-07,9,Part ordered — awaiting delivery
LOG-00318,AC-0005,TECH-0100,Engine Inspection,complete,21208,13.6,2021-01-07,8,
LOG-00319,AC-0027,TECH-0027,Tire & Brake Replacement,complete,2203,14.8,2021-01-07,11,All systems nominal post-maintenance
LOG-00320,AC-0149,TECH-0119,Engine Inspection,complete,16937,2.8,2021-01-07,9,Emergency repair required — grounded aircraft
LOG-00321,AC-0008,TECH-0020,Engine Inspection,complete,20732,13.7,2021-01-08,1,Follow-up inspection required within 30 days
LOG-00322,AC-0050,TECH-0057,Tire & Brake Replacement,complete,2254,4.2,2021-01-08,0,Follow-up inspection required within 30 days
LOG-00323,AC-0067,TECH-0198,Structural Inspection,in_progress,7668,18.2,2021-01-08,2,Replaced worn components — within tolerance
LOG-00324,AC-0044,TECH-0023,Structural Inspection,pending,8066,13.3,2021-01-08,4,All systems nominal post-maintenance
LOG-00325,AC-0125,TECH-0100,Engine Inspection,in_progress,17322,15.3,2021-01-08,2,Follow-up inspection required within 30 days
LOG-00326,AC-0058,TECH-0130,Hydraulic System Repair,complete,6940,7.2,2021-01-08,0,
LOG-00327,AC-0003,TECH-0155,Engine Inspection,complete,23920,3.1,2021-01-08,2,Follow-up inspection required within 30 days
LOG-00328,AC-0086,TECH-0160,Engine Inspection,complete,15998,8.5,2021-01-08,8,
LOG-00329,AC-0070,TECH-0178,Tire & Brake Replacement,pending,4422,14.8,2021-01-08,10,Part ordered — awaiting delivery
LOG-00330,AC-0130,TECH-0192,Landing Gear Service,failed,11171,13.6,2021-01-08,10,
LOG-00331,AC-0002,TECH-0040,Structural Inspection,complete,2610,5.7,2021-01-08,8,Replaced worn components — within tolerance
LOG-00332,AC-0102,TECH-0104,Structural Inspection,in_progress,5405,30.1,2021-01-08,9,Follow-up inspection required within 30 days
LOG-00333,AC-0035,TECH-0033,Engine Inspection,complete,15015,8.3,2021-01-08,1,Emergency repair required — grounded aircraft
LOG-00334,AC-0098,TECH-0029,Software Update,complete,1696,13.0,2021-01-08,8,Issue found during inspection — escalated
LOG-00335,AC-0030,TECH-0033,Engine Inspection,pending,11268,3.1,2021-01-08,0,Follow-up inspection required within 30 days
LOG-00336,AC-0116,TECH-0100,Landing Gear Service,complete,11424,11.8,2021-01-08,4,Part ordered — awaiting delivery
LOG-00337,AC-0008,TECH-0145,Landing Gear Service,complete,4352,14.9,2021-01-08,1,Follow-up inspection required within 30 days
LOG-00338,AC-0150,TECH-0074,Structural Inspection,complete,2949,11.7,2021-01-08,11,
LOG-00339,AC-0044,TECH-0065,Structural Inspection,in_progress,4030,7.3,2021-01-08,11,Replaced worn components — within tolerance
LOG-00340,AC-0036,TECH-0122,Tire & Brake Replacement,complete,1134,12.3,2021-01-08,1,Replaced worn components — within tolerance
LOG-00341,AC-0077,TECH-0043,Structural Inspection,complete,5214,6.9,2021-01-08,4,
LOG-00342,AC-0031,TECH-0191,Structural Inspection,complete,3824,9.2,2021-01-08,0,All systems nominal post-maintenance
LOG-00343,AC-0047,TECH-0117,Hydraulic System Repair,complete,10695,12.5,2021-01-08,7,Issue found during inspection — escalated
LOG-00344,AC-0055,TECH-0127,Engine Inspection,complete,17693,2.0,2021-01-08,4,
LOG-00345,AC-0106,TECH-0100,Hydraulic System Repair,complete,11191,12.7,2021-01-08,10,
LOG-00346,AC-0121,TECH-0186,Avionics Check,complete,13863,6.9,2021-01-08,0,Emergency repair required — grounded aircraft
LOG-00347,AC-0055,TECH-0091,Software Update,complete,2732,14.0,2021-01-08,4,Scheduled maintenance — no anomalies
LOG-00348,AC-0144,TECH-0043,Structural Inspection,complete,6753,1.2,2021-01-08,4,Follow-up inspection required within 30 days
LOG-00349,AC-0012,TECH-0165,Structural Inspection,complete,6222,8.0,2021-01-08,5,Issue found during inspection — escalated
LOG-00350,AC-0145,TECH-0046,Tire & Brake Replacement,pending,2427,17.3,2021-01-08,2,Follow-up inspection required within 30 days
LOG-00351,AC-0144,TECH-0025,Engine Inspection,complete,19746,12.0,2021-01-08,0,Issue found during inspection — escalated
LOG-00352,AC-0140,TECH-0098,Structural Inspection,complete,3717,15.2,2021-01-08,4,Follow-up inspection required within 30 days
LOG-00353,AC-0136,TECH-0195,Structural Inspection,complete,4151,15.1,2021-01-08,6,Routine check completed successfully
LOG-00354,AC-0003,TECH-0093,Software Update,complete,1878,13.9,2021-01-08,9,Part ordered — awaiting delivery
LOG-00355,AC-0144,TECH-0099,Hydraulic System Repair,complete,12453,5.8,2021-01-08,8,Scheduled maintenance — no anomalies
LOG-00356,AC-0030,TECH-0105,Avionics Check,complete,12180,4.2,2021-01-08,2,Part ordered — awaiting delivery
LOG-00357,AC-0023,TECH-0179,Hydraulic System Repair,complete,17437,4.0,2021-01-08,10,All systems nominal post-maintenance
LOG-00358,AC-0092,TECH-0074,Landing Gear Service,complete,3439,6.3,2021-01-08,6,
LOG-00359,AC-0115,TECH-0117,Software Update,pending,2094,2.2,2021-01-08,6,Emergency repair required — grounded aircraft
LOG-00360,AC-0104,TECH-0038,Structural Inspection,in_progress,6064,25.8,2021-01-08,5,Part ordered — awaiting delivery
LOG-00361,AC-0118,TECH-0166,Hydraulic System Repair,complete,9485,8.4,2021-01-08,8,
LOG-00362,AC-0005,TECH-0001,Engine Inspection,complete,9547,15.1,2021-01-08,1,
LOG-00363,AC-0104,TECH-0054,Tire & Brake Replacement,in_progress,3731,14.5,2021-01-08,3,Routine check completed successfully
LOG-00364,AC-0108,TECH-0193,Fuel System Check,complete,4809,10.6,2021-01-08,5,Issue found during inspection — escalated
LOG-00365,AC-0065,TECH-0096,Avionics Check,complete,6632,11.5,2021-01-08,4,
LOG-00366,AC-0121,TECH-0022,Fuel System Check,complete,4633,4.4,2021-01-08,4,Emergency repair required — grounded aircraft
LOG-00367,AC-0030,TECH-0189,Avionics Check,complete,5360,1.2,2021-01-09,3,Follow-up inspection required within 30 days
LOG-00368,AC-0149,TECH-0186,Engine Inspection,complete,10632,1.1,2021-01-09,11,All systems nominal post-maintenance
LOG-00369,AC-0084,TECH-0182,Engine Inspection,complete,11456,7.3,2021-01-09,11,Issue found during inspection — escalated
LOG-00370,AC-0150,TECH-0019,Software Update,in_progress,2914,21.5,2021-01-09,2,Emergency repair required — grounded aircraft
LOG-00371,AC-0032,TECH-0198,Structural Inspection,complete,6439,2.1,2021-01-09,8,
LOG-00372,AC-0016,TECH-0034,Avionics Check,failed,10066,45.4,2021-01-09,8,
LOG-00373,AC-0038,TECH-0044,Engine Inspection,in_progress,24681,15.1,2021-01-09,1,
LOG-00374,AC-0142,TECH-0117,Tire & Brake Replacement,pending,1468,7.2,2021-01-09,8,Scheduled maintenance — no anomalies
LOG-00375,AC-0036,TECH-0109,Tire & Brake Replacement,complete,4889,9.1,2021-01-09,0,
LOG-00376,AC-0114,TECH-0067,Landing Gear Service,complete,5106,1.6,2021-01-09,10,
LOG-00377,AC-0066,TECH-0114,Avionics Check,complete,11630,9.4,2021-01-09,10,Emergency repair required — grounded aircraft
LOG-00378,AC-0105,TECH-0180,Software Update,complete,2409,4.6,2021-01-09,10,Emergency repair required — grounded aircraft
LOG-00379,AC-0085,TECH-0022,Engine Inspection,complete,8166,4.9,2021-01-09,4,Emergency repair required — grounded aircraft
LOG-00380,AC-0002,TECH-0029,Hydraulic System Repair,pending,14268,17.9,2021-01-09,0,
LOG-00381,AC-0075,TECH-0142,Engine Inspection,pending,16610,11.7,2021-01-09,3,Follow-up inspection required within 30 days
LOG-00382,AC-0067,TECH-0062,Fuel System Check,complete,3837,9.5,2021-01-09,5,Emergency repair required — grounded aircraft
LOG-00383,AC-0055,TECH-0015,Tire & Brake Replacement,complete,2126,8.0,2021-01-09,0,Emergency repair required — grounded aircraft
LOG-00384,AC-0006,TECH-0142,Avionics Check,pending,14063,13.4,2021-01-09,8,Scheduled maintenance — no anomalies
LOG-00385,AC-0150,TECH-0115,Tire & Brake Replacement,complete,1602,9.8,2021-01-09,10,Routine check completed successfully
LOG-00386,AC-0143,TECH-0195,Software Update,in_progress,1447,30.5,2021-01-09,10,Issue found during inspection — escalated
LOG-00387,AC-0086,TECH-0150,Software Update,complete,605,14.9,2021-01-09,2,All systems nominal post-maintenance
LOG-00388,AC-0060,TECH-0097,Fuel System Check,complete,3491,3.4,2021-01-09,10,Routine check completed successfully
LOG-00389,AC-0101,TECH-0087,Fuel System Check,complete,5624,10.5,2021-01-09,10,Replaced worn components — within tolerance
LOG-00390,AC-0012,TECH-0125,Structural Inspection,pending,3946,2.6,2021-01-09,2,Routine check completed successfully
LOG-00391,AC-0049,TECH-0120,Software Update,complete,2463,6.0,2021-01-09,9,All systems nominal post-maintenance
LOG-00392,AC-0042,TECH-0007,Landing Gear Service,complete,3342,3.2,2021-01-09,7,Part ordered — awaiting delivery
LOG-00393,AC-0082,TECH-0084,Software Update,in_progress,2549,26.2,2021-01-09,9,
LOG-00394,AC-0035,TECH-0007,Engine Inspection,complete,13321,4.3,2021-01-09,5,Replaced worn components — within tolerance
LOG-00395,AC-0134,TECH-0017,Avionics Check,complete,5622,9.7,2021-01-09,5,Scheduled maintenance — no anomalies
LOG-00396,AC-0067,TECH-0032,Tire & Brake Replacement,pending,2198,3.9,2021-01-09,3,
LOG-00397,AC-0080,TECH-0125,Engine Inspection,complete,17540,2.6,2021-01-09,10,Emergency repair required — grounded aircraft
LOG-00398,AC-0007,TECH-0079,Fuel System Check,complete,5682,1.2,2021-01-09,2,Follow-up inspection required within 30 days
LOG-00399,AC-0014,TECH-0184,Tire & Brake Replacement,complete,2180,2.1,2021-01-09,2,
LOG-00400,AC-0073,TECH-0062,Engine Inspection,in_progress,14359,31.8,2021-01-09,8,Issue found during inspection — escalated
LOG-00401,AC-0143,TECH-0058,Avionics Check,complete,11945,12.5,2021-01-09,11,
LOG-00402,AC-0149,TECH-0111,Hydraulic System Repair,complete,4275,3.6,2021-01-09,8,Part ordered — awaiting delivery
LOG-00403,AC-0066,TECH-0186,Avionics Check,complete,12044,15.3,2021-01-09,4,Follow-up inspection required within 30 days
LOG-00404,AC-0091,TECH-0131,Avionics Check,complete,5383,12.3,2021-01-09,5,Part ordered — awaiting delivery
LOG-00405,AC-0130,TECH-0089,Structural Inspection,pending,9560,2.5,2021-01-09,7,
LOG-00406,AC-0020,TECH-0080,Engine Inspection,failed,24897,45.9,2021-01-09,5,Routine check completed successfully
LOG-00407,AC-0010,TECH-0118,Engine Inspection,complete,20664,1.2,2021-01-09,4,Follow-up inspection required within 30 days
